web-scraper-order,web-scraper-start-url,name,origin,topic,review,stay,triptype,rate
"1665502992-613","https://www.tripadvisor.com/Hotel_Review-g60628-d114056-Reviews-Sensei_Lanai_A_Four_Seasons_Resort-Lanai_City_Lanai_Hawaii.html","cdellacava","San Francisco15 contributions17 helpful votes","Paradise...with minor glitches","We had a fantastic stay at the very special Sensei Lanai, highlighted by stunning hikes, amazing (Nobu and Nobu-inspired) meals, and relaxing soaks in the hidden pools. The Sensei staff also offered top level wellness and fitness classes of all kinds that made those meals largely guilt free and added to our overall relaxation and rejuvenation. The property itself is lush and unique, filled with gorgeous artwork and splendid flora and fauna. The concierges all were smiling and helpful in the extreme.  If there was an asterisk to the visit it came in the form of a number of glitches on the part of the Four Seasons front desk and housekeeping staff. Upon check in itself they couldn’t get their credit card reader to work correctly for some time, the traditional short tour around the property was omitted, a neighbor’s room service was erroneously delivered to/left in our room and charged to our account, a room change mid-stay resulted in our bags being left behind, and lastly weeks after our stay ended we were mistakenly overcharged by 2 nights. Needless to say this is not the kind of experience that we have had with Four Seasons around the world over the last two decades, so perhaps it is just a post-pandemic start up issue, but worth noting. Overall Sensei is a truly special place in the world and we look forward to returning.","Date of stay: June 2021","null","ui_bubble_rating bubble_50"
"1665502992-614","https://www.tripadvisor.com/Hotel_Review-g60628-d114056-Reviews-Sensei_Lanai_A_Four_Seasons_Resort-Lanai_City_Lanai_Hawaii.html","Jerry_W2468","New Jersey12 contributions3 helpful votes","Remarkable.   Absolutely Superb.","Extraordinary stay at Sensei in Lanai.   Everything — from the property, the facilities, the dining, and of course the service — exceeded our high expectations.

The facilities — the grounds, the brilliant  flora and fauna, the extensive, museum-quality modern sculpture (including numerous Boteros and an immense Jaume Plensa, apparently from the personal collection of Sensei owner and Oracle CEO, Larry Ellison), the vast, Zen-like swimming pool, and the totally unique “Onsen Garden” (including 10 private Japanese-style soaking hot tubs nestled within a small forest on the property) — are the most remarkable and memorable that we have experienced.   Sensei and Four Seasons have created an environment of beauty, nature, refinement and modernity that is unparalleled.   The colors and variety of flowers and plants are simply breathtaking.   Walking the grounds feels like you are visiting and experiencing a beautiful and stimulating art exhibit at an impeccably-curated botanical garden.

The service is also extraordinary.   Everyone on staff is friendly and focused on ensuring guests have a wonderful and relaxing experience.   And particular kudos and appreciation to resort GM, David Emig, both for building and leading such a great team that clearly cares about the resort and its guests and for his exemplary personal attention to ensuring Sensei guests are well cared for and have a great stay.   Our stay was part of our wedding anniversary celebration and David and his Sensei team — including Maureen, Edith and many others — went above and beyond for us.

The dining is excellent, with nice variety and friendly, caring and refined service, and the fitness center — which has plenty of space and is never crowded — has exceptional equipment for fitness-focused guests like us, including four Pelotons, about 10 Woodway treadmills and two water rowers.

The wellness classes are great, and many are included, including a great morning stretching class with a very nice and knowledgeable leader named Eduardo, and a very relaxing meditation class with Nico.

Housekeeping is also impeccable and rooms are kept immaculately.

Also worth noting that the overall feel and experience are much more intimate and uncrowded than at larger luxury resorts.   There are less than 100 rooms and there is never a need to “stake out” the best poolside seating, etc., which is appreciated and enhances the feeling of restfulness and relaxation.

Finally, don’t miss the extraordinary four-mile Koloiki Ridge hike, which begins at the edge of the property, winds through the Lanai mountain forests and ends up at a spectacular vast mountain top view of the Pacific Ocean and an immense, verdant ravine.

Bravo, Sensei and Four Seasons, and frankly, bravo Larry Ellison.  We look forward to our next visit.","Date of stay: July 2021","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665502992-615","https://www.tripadvisor.com/Hotel_Review-g60628-d114056-Reviews-Sensei_Lanai_A_Four_Seasons_Resort-Lanai_City_Lanai_Hawaii.html","Travel21","Los Angeles, California3 contributions3 helpful votes","A Glorious Mountain Retreat","Sensei is a glorious, elegant, peaceful retreat.  The rooms are spacious, modern, and relaxing.  The spa hales are the most beautiful so experiences I’ve seen.  The pool is huge and luxurious… never crowded, and always magical and beautiful.  The private onsen baths are little oases in the hillside.  The place is just magical.

Food service is gracious and warm.  Food selections could use a bit more variety from night to night, but the quality of every meal was top notch and thoughtful.  They even did a special tasting menu for my partner on his birthday, which was kind and — again — thoughtful.

Only missteps were arrival and departure.  From Air Lana’i, my partner and I were picked up by someone who drove us to the hotel.  When we arrived, we learned she was also our front desk clerk.  My partner and I were presented with two leis immediately upon entering, but apparently they had only prepared for a man and a woman to arrive rather than a same-sex couple, since they apparently have different leis for men and women (seems unnecessarily gendered these days, but ok…).  It took a minute for them to give my partner the “right” lei, but whatever apparently strict lei rules they were using.  An unforced error (like having only men’s and women’s slippers in the rooms unless you request otherwise), but not a huge deal.  
When checking in, we asked if any FHR upgrades were available, but there weren’t (a too typical experience with FHR these days).  Fine, we had booked a suite, so no expectation.  The suite was still being cleaned, and she suggested we have a drink at the bar.  Not a huge deal, but it was past check in time and we asked how long it would be and she shrugged and said “I’m not sure, housekeeping didn’t say”.  We stared blankly at each other, and it was very awkward.  We didn’t feel like a cocktail, so we just sat in the lobby until it was ready.

Then, on leaving for the Four Seasons Lana’i after checkout, there wasn’t any private car service offered to us or assistance with our bags.  We were instead booked on the large shuttle  bus that takes everyone down instead, and just had to hold onto our luggage in the aisle.

These awkward checkin/checkout experiences paled in comparison to the glory that is the Sensei.  I look forward to returning, and hopefully by then they will have cleaned up some of these easy fixes.","Date of stay: June 2021","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665502992-616","https://www.tripadvisor.com/Hotel_Review-g60628-d114056-Reviews-Sensei_Lanai_A_Four_Seasons_Resort-Lanai_City_Lanai_Hawaii.html","InlovewGstaad","New York City, New York219 contributions120 helpful votes","Heaven!","I came here for my birthday. And to end a year and 4 months of lockdown.
I wanted peace and quiet, as it had been a very stressful time, I love children, but I was seeking quiet and serenity, so kept searching for Spa Resorts that were adult only- voila! Also, I’d stayed at the Four Seasons in Moscow, and St Petersburg Russia, and Santa Monica, and really loved their professionalism and care of guests.
I loved it here! I honestly didn’t want to leave, and pondered how I could stay in my room for the rest of my life, or buy a home on Lana’i! The resort is in the mountains, floating in the clouds and mists, so cooler by day, and especially by night. Also, the sunsets are beautiful. If you want heat, and the beach, the complimentary shuttle will take you to their sister property and back, and easy trip under 30 minutes, and giving you a tour of the island. (Make sure you reserve in advance.)The other property has multiple restaurants, and access (with a bit of a walk) to a huge, beautiful beach, and is lively, with the sounds of children and families everywhere.
Back at Sensei- it is peace. Beautifully renovated recently, in light colors, with lots of natural light throughout, with two huge fireplaces in the lobby, one delightful restaurant (that also has outdoor seating, where you can sit by brooks filled with fish, and gaze at the beautiful flora and fauna), and serves mainly Japanese inspired, healthful, fresh cuisine. Everyone there is so friendly and helpful. There is a small, elegant salon, and the spas, instead of being one large building with small treatment rooms- there are multiple completely private Hale spa buildings, each with treatment areas, bathrooms, changing areas, an outdoor hot tub, plus cold water soaking tub, and outdoor shower, all surrounded by brooks, trees and flowers- absolutely breathtaking and unique! There is am enormous salt water swimming pool, that was my Heaven, with lovely staff that provide you with chair covers, towels, water, and food and drink until 5:30. The pool is surrounded by three large jacuzzis as well as an outdoor shower. There are tennis courts, a walking distance ranch, with horse back riding, a beautiful hike viewing enormous pine trees, to “Koloiki Ridge”, an Adventure park, zip lining and putting greens. There is also a gym, to work out, and a classroom for fitness classes, plus a yoga building. In the hills, above, there are multiple hot pools, hidden amongst the brooks and flowers, where you can soak, while gazing up at the stars at night. The rooms are beautifully appointed, light and airy, with balconies to have breakfast on, or sip a glass of bubbly while watching the sun go down. There is also a lovely gift shop in the lobby, with all kinds of hats, bathing suits, sunglasses, jewelry etc.During the day, in the lobby, there were classes in Hawaian, and in the musical instruments used in Hawaiian dance and story telling. The tiny town of Lana’i City, is a fairly short and pleasant walk away, if you want to try a restaurant there, or need to pick up a few things from the stores. And there is a beautiful church, located just off the driveway, where you can hear sermons and singing in Hawaian on Sundays. One of my favorite areas was the cozy bar, with the fireplace going, and seating inside or out, where there are fire-pits to sit around at night.
Upon arriving at HNL Airport, a greeter from Four Seasons affiliated “Lanai Air” will greet you and take you to a car, where you’re driven to the Lounge and Airport for Lanai Air. There, you’ll board a beautiful “Polaris PC12” and fly to Lana’i, then be driven to the resort. There used to be a Four Seasons Lounge, at Honolulu Airport, to relax in before departing home, but apparently it has closed permanently, which I think is a shame. , I adored this resort, so much so, that I tried to extend my stay, but my airline tickets made it difficult. It wouldn’t have really mattered, as really, I just wanted to live there forever!","Date of stay: June 2021","null","ui_bubble_rating bubble_50"
"1665502992-617","https://www.tripadvisor.com/Hotel_Review-g60628-d114056-Reviews-Sensei_Lanai_A_Four_Seasons_Resort-Lanai_City_Lanai_Hawaii.html","Poppy","3 contributions","Truly Magical","We had an incredibly magical honeymoon at Sensei, and didn't want to leave! Every detail was thoughtful, beautiful, and treated with intention-- from nourishing and delicious food, to modern, relaxing decor, expansive (incredible!) gardens, and the best massages we've ever had, Sensei is truly one-of-a-kind, and we can't wait to return!!","Date of stay: June 2021","null","ui_bubble_rating bubble_50"
"1665502992-618","https://www.tripadvisor.com/Hotel_Review-g60628-d114056-Reviews-Sensei_Lanai_A_Four_Seasons_Resort-Lanai_City_Lanai_Hawaii.html","avidgolfer2016","Fresno, California7 contributions6 helpful votes","Four seasons sensei recent stay","I have stayed in both resorts over the last 20 years and Sensei  has been transformed into a beautiful and elegant resort. The grounds are simply unrivaled and the rooms very nicely appointed. Personally, the old Koele Lodge was more unique and much more Hawaiian in an elegant way. Food is expensive but that is to be expected . We prefer the food choices at Manele and took the shuttle down for dinner. The current pricing structure of the two resorts has changed dramatically. Sensei recently raised prices on the non-suite rooms by about 10% so the range is approximately $700-800 dollars. Manele prices have exploded to a garden view room depending on the time of year being upwards of $2,300 a night. I paid around $900 in 2019. Not sure why the crazy increase unless Covid occupancy restrictions have temporarily caused it. All things being equal Manele is my preference after the remodel but my wife prefers Sensei. Her Halle experience and the grounds were clearly winners from her perspective. Both hotels are an enjoyable experience and I really go for the golf course. I play 36 holes a day and have for years. My favorite golf experience ever.","Date of stay: May 2021","null","ui_bubble_rating bubble_40"
"1665502992-619","https://www.tripadvisor.com/Hotel_Review-g60628-d114056-Reviews-Sensei_Lanai_A_Four_Seasons_Resort-Lanai_City_Lanai_Hawaii.html","Emily H","Cincinnati, Ohio104 contributions90 helpful votes","Not worth it.","Stayed here because we wanted to play the Manele golf course and this was cheaper for 2 nights than one night at the Lanai Four Seasons (2 night minimum at Sensi).  Found hairs in the shower when we arrived.  One of our two keys did not work to the room.  Food for dinner was good but overpriced.  Safety lock on the door to the room did not work.  Could hear everything in the hallway (not at all quiet).  Extremely over priced and would not recommend.  Manele golf course was nice, but not worth having to stay in the resort.","Date of stay: May 2021","null","ui_bubble_rating bubble_20"
"1665502992-620","https://www.tripadvisor.com/Hotel_Review-g60628-d114056-Reviews-Sensei_Lanai_A_Four_Seasons_Resort-Lanai_City_Lanai_Hawaii.html","Florin H","New York City, New York13 contributions3 helpful votes","The Best Trip I've Ever Taken!","It’s all in the detail - 5 stars! I've already booked my second stay!!  

My stay at Sensei was a surreal journey for which I will never forget. I must admit, I wondered if I had made the right decision to choose the Sensei Lānaʻi, A Four Seasons Resort property over the Four Seasons Beach Resort Lanai but I am so thankful I choose Sensei because it’s incredible post-card like gardens, waterfalls, and sensei guides, in meditation, personal training, mindfulness, nutrition and yoga are world-class. It is first and foremost a wellness center that is housed at Four Seasons property merging the best of both worlds to create an unimaginable, data-driven, wellness center which brought me incredible breakthroughs, healing, and peace. And after a year of the pandemic, I think we all need this incredible gift! 

I have to say a huge thank you to the entire team at the Sensei property for their kindness, attentiveness, and follow-through especially the Sensei team Jody, Dolybel, and of course Rianna who made my experience world-class! 

Here are my thoughts on the Dos & Don’ts between the two Four Seasons properties: 

- DO purchase the Optimal Wellness Program at Sensei property verses opting to take all of their free classes during your stay. Why? Because, they are usually all booked up by the guests, and most importantly, because you get teamed up with the most qualified (Masters degrees and up!) and dedicated guides whose aim is to help you create new goals and intentions for your life. Going to Sensei but not participating in their wellness programs is like going to a waterpark but leaving your swim suit at home; you’re going to miss a lot (the majority) of the Sensei experience. 

- DO setup nutrition classes with Nikola because she’s a badass in every sense of the word. She has a Master’s degree in Global Public Health Nutrition and it shows! Most importantly, she is phenomenal at taking large, complex, data-driven research into manageable, digestible bites (see what I did there ;-)

- DO expect the best food of your life at both properties. 

- DO expect a more traditional beach resort experience at the Four Seasons beach resort. I think it’s crucial for guests to understand so they can make the right decision based on the intention of their trip.

- Do expect a traditional (and exceptional) culinary experiences at the Four Seasons beach resort where they have the more traditional Nobu Lanai restaurant with all the traditional Nobu fixings including One Forty steakhouse which is phenominal (ask for Ms. Loretta who is the hardest working GM I’ve ever met at a restaurant and do try the Le Vie en Rose which is a delectable strawberry Prosecco cocktail). 

- DO expect to take the luxury motorcoach when staying at Sensei to go down and explore the Four Seasons beach resort including it’s beautiful restaurants and stunning views. The trip is 21 minutes between the two resorts and it is the one of the most scenic views of the whole island. You will meet guests and possibly get stopped by a family of hundreds of deer that regularly cross throughout the island like I did which was surreal as I didn’t expect to see so many beautiful animals that live on the island. The bus leaves every hour from Sensei and every half hour from Four Seasons beach resort. The last bus ride leaves at 10PM giving you plenty of time to be at the beach resort and then heading back up to Sensei at night. 

- DO expect the entire staff of both resorts to do their absolute best to accommodate your needs. 

- DO expect world-class travel to the island via Lanai Air, a private jet that will take you from Honolulu to Lanai in 30 minutes. 

- DO take an afternoon to check out The Views restaurant for lunch which is on the golf course. Don’t worry if you’re not interested in golfing, the views and food of this restaurant are not to be missed. It’s between the two resorts and people often miss out on this restaurant so plan it into your trip! The shuttle will take you! 

- DO ask for Dolybel, Jody, and Rianna during your stay at Sensei to build out your Sensei experience as they are the finest, most attentive ladies on the property! It’s the people that make Sensei so incredible and you must 

- DO try the Sunset sail cruise but be weary if you get sea sick easily. The views of the island are, you guessed it, breathtaking and should be seen on water. It's also a great opportunity to meet other guests with cocktails and food served! 

- DON’T book a stay at Sensei if you’re looking for a beach resort. Simple as that. The pricing at Sensei is more “reasonable” than the Four Seasons beach resort which I think makes it more tempting to book at this resort but if you set those expectations of a standard Four Seasons beach resort, you will be disappointed. Don’t set yourself up to be disappointed and choose whether you’re looking for quite, peaceful, wellness resort or a true authentic Four Seasons beach resort. 

- DON’T expect the Nobu by Sensei to be a traditional Nobu restaurant. The Nobu on the Sensei property is built on the  principles of a wellness program and nutrition so it doesn’t have all of the traditional offerings of a New York/LA Nobu. It’s the reason you’ve chosen a wellness resort verses a beach resort so do your homework and make sure to clarify your intention for your trip. 

- DON”T expect to stay at the Four Seasons beach resort and expect to visit the incredible pools, spa, and Hala services at Sensei because they’re really not readily available which is why I will always stay at Sensei and visit Four Seasons for some incredible food and views! 

- DON’T expect that either property will be able to schedule every dinner and extracurricular activities (i.e. horseback riding, spa services, classes etc) when you arrive.  The will do their best but it’s best to plan out your schedule prior to your arrival by speaking with your travel agent or calling the property and speaking with their Sensei guides to build out your program. The majority of guests that stay at Sensei plan their stay out so they can get the most out of their experience. 

I hope this helps you plan your next trip to Lanai and this incredible wellness resort that is Sensei! It was a life-altering experience for me and I hope it will be for you too!","Date of stay: June 2021","null","ui_bubble_rating bubble_50"
"1665502992-621","https://www.tripadvisor.com/Hotel_Review-g60628-d114056-Reviews-Sensei_Lanai_A_Four_Seasons_Resort-Lanai_City_Lanai_Hawaii.html","Jonathan J","New York City, New York16 contributions14 helpful votes","Is this really a Four Seasons?","Beautiful grounds and rooms; pretty typical for a Four Seasons. However, whereas most other Four Seasons experiences have surprise and delight moments sprinkled throughout the stay, here there were surprises, but none very delightful. As others have said, the marketing is very much an over promise and under deliver experience here. Whether it is the shuttle buses instead of Teslas that are supposed to courier you around, the lack of sushi at Nobu despite a sushi bar being built as part of the restaurant, the unchanging and uninspired food menus, the opacity of activities (daily calendar not uploaded to iPad or tv in room or handed out at check in and pretty much booked up anyway), lack of pre-arrival info or assistance with reservations ( we were very persistent so had meals at both resorts and in toner reserved a month in advance but some couples were not so lucky and actually took all their meals at the bar or in the lobby if you can believe it), on and on. It is the little things here that add up and make this an experience far apart from a typical Four Seasons stay. Sad given the island, the grounds and the potential. Something here is broken and needs to be fixed for us to return or recommend staying here.","Date of stay: May 2021","Trip type: Traveled as a couple","ui_bubble_rating bubble_30"
"1665502992-622","https://www.tripadvisor.com/Hotel_Review-g60628-d114056-Reviews-Sensei_Lanai_A_Four_Seasons_Resort-Lanai_City_Lanai_Hawaii.html","lvshaman","1 contribution1 helpful vote","Not worth the price","The property is beautiful but not worth the price due to staffing issues and exorbitant prices for the dinning experience.  Comparing the property to other Four Seasons properties Sensei does not measure up to the service, communication or  restaurant experience.","Date of stay: May 2021","null","ui_bubble_rating bubble_30"
"1665502992-623","https://www.tripadvisor.com/Hotel_Review-g60628-d114056-Reviews-Sensei_Lanai_A_Four_Seasons_Resort-Lanai_City_Lanai_Hawaii.html","dmb2686","San Francisco, California1 contribution1 helpful vote","Great potential, but service and ""wellness"" fall short","The Sensei grounds, furnishings, appointments, and property are truly amazing; some of the best we've seen throughout our multi-week stay across Hawaii. However, the overall experience is diminished by lackluster service and a questionable focus on wellness. This transformed what was supposed to be a restorative trip to simply a beautiful hotel with a frustrating experience from start to finish. 

We chose the Sensei resort due to its heavy branding as a full ""wellness retreat"". We stayed for 4 nights, selecting the ""Guided Sensei Experience"" that promises discussions with a ""pre-arrival specialist"" (see below), a ""personally matched Sensei Guide"" (we were never directed to a guide even after arrival), and ""proprietary technology"" (who knows that this was supposed to be? a wristband key?).

After booking, I was never contacted by a pre-arrival specialist. I sent multiple emails, left 3 voicemails (no one ever answered my calls), and after couple weeks of trying was finally able to get ahold of someone. When we finally were able to (3+ weeks prior to arrival), many of the requested activities were already booked. We ended up with a fairly random assortment of classes where my wife was often on the waitlist, and even when she was called up off the waitlist, no one notified us. After we arrived at the hotel, we found ourselves fully self-directing our activities and our schedule; there's no ""guided"" aspect to the resort at all. We've stayed at several fully guided experiences with other companies and had a far better experience.

Overall, it is a great hotel with five-star high end appointments and gardens, but three star mediocre service and wellness, and a complete lacking of ""guided"" services.

A few nits:
- Wellness class was poorly taught. We took one class and found the agenda so rushed and poorly delivered that we cancelled our remaining classes. 
- No Tesla rides. They message everywhere that they'll shuttle you around in Tesla's (including in an email 2 hrs before pickup), but none of our rides were in a Tesla. All were in shared mini-buses. I don't care too much about this, but clearly false advertising.
- Wifi is weak across the resort; don't plan on remote working well.
- Dining options are extremely limited (assume the same menu for 4 days unless you go to the other Four Seasons). 
- The scheduling staff seemed uninformed of some activities (e.g. we received mixed messaging on what the Ofuru bath experience contained)
- Sustainability is very hit or miss. In some aspects, they show care (e.g. refillable water bottles); in others, they show completely disregard (individually packed condiments, daily towel replenishment
- We did 3 Hale experiences, and they were all different. In two of the units, the cold plunge pool was 2 ft deep (making it hard to ""plunge""), whereas another had a 4 ft. deep one. 
- The massages were very expensive, and very average. The hale's were at least beautiful.","Date of stay: April 2021","null","ui_bubble_rating bubble_20"
"1665502992-624","https://www.tripadvisor.com/Hotel_Review-g60628-d114056-Reviews-Sensei_Lanai_A_Four_Seasons_Resort-Lanai_City_Lanai_Hawaii.html","Alb","3 contributions1 helpful vote","Most amazing hotel - a healing vacation","The gardens and grounds are gorgeous, and the effect this setting has on your mental and emotional health is tremendously positive.  The yoga and meditation instructors, the hike and walk guides, are all such wonderful people to spend your time with.  So many lovely activities to choose from - exercise classes or outdoor activities, meditation and mindfulness experiences, spa and pampering opportunities.  The shuttle transportation is very convenient and the drivers are very kind and friendly.  The poolside service is top-notch.  The meals at Nobu were delicious and healthy.  This is a quiet resort for adults, stunning setting, lovely peaceful room, nice bathroom, ample indoor sitting areas and outdoor covered patios.  The travel experience to and from Honolulu airport was very pleasant.  Responsive and kind staff.   The island is largely undeveloped and tranquil.   We will be back, again and again. The peace we felt on vacation has been able to be maintained as we have returned home to busy work and family lives.  Thank you to the entire Sensei staff for making this our favorite vacation spot ever.","Date of stay: April 2021","null","ui_bubble_rating bubble_50"
"1665502992-625","https://www.tripadvisor.com/Hotel_Review-g60628-d114056-Reviews-Sensei_Lanai_A_Four_Seasons_Resort-Lanai_City_Lanai_Hawaii.html","lmkindred721","Granger, Indiana1 contribution1 helpful vote","Simply AMAZING!","Sensei Lanai is absolutely stunning! The grounds are immaculate and beautiful. There are so many activities it's difficult to decide what to do (a good problem to have), but at the same time you want to leave time to relax. No children was a plus for us as this was an adult get-away. The island of Lanai is beautiful (no overcrowding) and the shuttle service between the resorts was a real plus. Town is just a short 10-15 minute walk and the locals are very friendly. The only complaint we had was that our room, while selecting the deluxe room, overlooked the employee parking lot (although there was a lot of foliage, so it was not an obvious view of the lot) and the Peloton bikes in the fitness center were damaged and would not connect to the internet (we are avid Peloton users and were very excited to see the Peloton equipment in the fitness center). Despite these two minor concerns, we did not let it impact the 4-star rating, we would highly recommend and will be back for a future stay!!","Date of stay: March 2021","null","ui_bubble_rating bubble_50"
"1665502992-626","https://www.tripadvisor.com/Hotel_Review-g60628-d114056-Reviews-Sensei_Lanai_A_Four_Seasons_Resort-Lanai_City_Lanai_Hawaii.html","lezottemary","San Jose, California1 contribution","Paradise on earth","Spectacular resort, warm and hospitable staff. This was a most memorable vacation and much more than we expected. It was uncrowded and quiet which added to our enjoyment. We will definitely return, hopefully soon!","Date of stay: March 2021","null","ui_bubble_rating bubble_50"
"1665502992-627","https://www.tripadvisor.com/Hotel_Review-g60628-d114056-Reviews-Sensei_Lanai_A_Four_Seasons_Resort-Lanai_City_Lanai_Hawaii.html","Emily B","Kailua, Hawaii15 contributions6 helpful votes","Beautiful grounds but service lacking","The resort is stunning and serene, a truly unique property in Hawaii.  The flight experience from Oahu also made the travel feel easy and special. The rooms were bright, luxurious, and immaculate. I felt a sense of peace from the moment we checked in.

The one recurring disappointment was the level of service, especially for a property of this caliber.  They seemed to be understaffed in every area (front desk, restaurant, pool service), but the resort didn’t feel busy.  We often found ourselves looking for or waiting for someone to help us. We also had trouble reserving the yoga classes we were really looking forward to.  I understand that COVID creates capacity restrictions, but every class we inquired about was “booked”, and that was with over a week’s notice.  We also weren’t able to get a dinner reservation until after 8pm, which is a challenge when dining options are so limited.

Our service at Nobu was epically slow. I live in Hawaii and expect things to be a more relaxed pace, but this was unacceptable (seated for 15+ minutes before greeted or given water).  We struggled to get shuttle reservations to the beach property due to limited availability.  I was also surprised when we returned to our room after dinner and there’d been no turn-down service.  I later saw that it could be requested, but I at least expected them to come get our dirty dishes.  We could hear staff talking loudly in the hallway after 9pm and beeping noises that sounded like radios. 

These are all things that would disappoint me at any property, but definitely came in below my expectations for this Four Seasons.  I would love to return for the gorgeous property and rooms, but the quality of service will have me thinking twice. I really hope it’s something they can improve, because it will be a true gem if they can turn it around.","Date of stay: February 2021","Trip type: Traveled with friends","ui_bubble_rating bubble_30"
"1665502992-628","https://www.tripadvisor.com/Hotel_Review-g60628-d114056-Reviews-Sensei_Lanai_A_Four_Seasons_Resort-Lanai_City_Lanai_Hawaii.html","Chip N","Chicago, Illinois68 contributions162 helpful votes","This is a very different Four Seasons experience: a lush property that focuses on your wellness.........and then some!","So I wasn't sure if I was going to enjoy being in Hawaii but not on the beach.  Well how wrong I was.  

From the moment I arrived at Honolulu airport, everything was ""taken care of"".  A staff member of Lanai Air was there to greet me, helped with the luggage, a quick 10 min private transfer to Lanai Air private hangar where the waiting lounge already made me feel so relaxed.  Then a quick transfer on Lanai Air (extra fun when you're the only guest on the jet).  Once landed on Lanai, everything was seamless.  The Tesla from the airport to the property was a nice touch but once you arrive at the property, on the mountain, is where the magic starts.

This is a place where everyone bends over backwards.  From David the Resort Manager who welcomed me so warmly to the professional staff at Nobu and the very-knowledgeable instructors (I took a lot of classes!), all of these people made my stay a most memorable one.  

The property sits on a massive ground; so lush and filled with beautiful trees and plants.  If you're looking for peace and tranquility, you'll get this in abundance.  Yet the staff were always there and available to help you with any queries - never intrusive.  The rooms, decent size and very nicely decorated, exude warmth throughout.  A lot of artwork and sculptures scattered all over the property and in little nooks and crannies.

The best team at this property, for me, are the Nobu team.  Whether it's for breakfast, lunch or dinner, they are attentive, warm and approachable yet remain professional at all times.  I'm an early bird - hit the gym at 5am and breakfast at 6am.  Not surprisingly, I was, almost always, the only one there for breakfast which allowed me to have really nice informal conversations with the staff.  From things to do on the island to recommendation on what to have for breakfast (and they are so flexible with making changes).  I probably tried almost everything on the menu during my stay.  For dinner though the black cod miso is a must.  Dinner is a lot more lively than lunch but the team would make the effort to find a quiet corner for me without fail.

The ""Wellness"" consultants and instructors are amazing too.  Whether it's yoga (a few different types), open sky meditation (do the one at night - it's amazing) or other experiences (and there are plenty to choose from), everyone is a subject matter expert in what they do...yet they also pamper you like no other.  Their main focus is your wellness.  And speaking of being pampered - their spa  (privately accommodated in a hale) is, hands down, the best spa set up I've experienced ever...and I've been to a lot of spas.  You have your own hale/villa that you can enjoy after the treatment complete with outdoor shower, hot tub and sauna/steam room (inside the hale).  The massage itself was out of this world.

As I said in the beginning, I wonder if I was going to enjoy staying on a mountain in Hawaii.  The truth is, I didn't even miss the beach.  If you want to, you can always go to their sister property on the beach - 30 mins away and they have a shuttle service.  I went down there once on New Year's Eve to watch the fireworks but apart from that, I was more than happy to spend my time on the grounds at Sensei.  Whether at the spa, in one of their classes, by the pool or simply.....do nothing.

Was it perfection?  No - a couple of details here and there but nothing that would take away the immense joy I had staying at Sensei (eg:  I had a question about my folio and the Front Desk Team didn't respond to my email - I did provide feedback directly to the management).  

Would I recommend Sensei?  Absolutely and I'd go back in a heart beat.","Date of stay: December 2020","null","ui_bubble_rating bubble_50"
"1665502992-629","https://www.tripadvisor.com/Hotel_Review-g60628-d114056-Reviews-Sensei_Lanai_A_Four_Seasons_Resort-Lanai_City_Lanai_Hawaii.html","Ed N","Los Angeles, California1 contribution2 helpful votes","Beautiful Hotel – but missing a few things to deserve its #1 resort ranking","When you charge $650/night and meals run ~$100 per person expectations are really high and were just not 100% met – negatives are all small things but when you stay at a top resort you expect the staff and experience to be flawless. I have stayed at other Four Seasons where you feel staff is very knowledgeable and always just a glance away and we just did not get that feeling here.
The Pros:
•	Meet and greet in Oahu and transfer to the small plane was great and a really nice perk for staying at Sensei 
•	The room was beautiful with nice touches like a Dyson dryer and huge TV
•	The Island and setting are spectacular and very peaceful 
The Cons:
•	Staff seemed new and a little under trained – some did not know answers to simple questions about pool service, booking a shuttle to the beach or activities – I assume this will get better as time goes on
•	NOBU is an amazing experience (although they did run out of a few items) – But when it is your only food option, it can get old for breakfast, lunch and dinner every day (the shuttle to the beach hotel is 20-30 mins to get access to other restaurants) 
•	Pool was very cold and understaffed – almost always we were moving umbrellas and setting up chairs with no assistance
•	Room service is very limited and not 24 hours
•	Beach shuttle was often fully booked (although manager stepped up to drive us when we pushed)","Date of stay: March 2021","null","ui_bubble_rating bubble_40"
