web-scraper-order,web-scraper-start-url,name,origin,topic,review,stay,triptype,rate
"1665423503-2001","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Lolita16","Moonee Ponds, Australia127 contributions152 helpful votes","TRUMP TREATS YOU LIKE A CELEBRITY!","I have stayed in lots of wonderful hotels all over the world but I am now a Trump devotee!  I loved every second of my stay at Trump.  I was treated like a celebrity from the moment I stepped out of the cab.  Not only were we upgraded to an ocean view room but Trump is celebrating by giving everyone a $50 voucher to spend in the hotel.  We spent it at Wai-olu Lounge and had an incredible meal - the poke is to die for!  We were also given a complimentary bottle of champagne as they noticed it was my husband and my 5th anniversary.  No detail went unnoticed and we were pampered and respected as individuals with unique tastes and preferences.  Trump is in a much nicer part of Waikiki than some of the other hotels.  It is about a 2 minute walk to the beach and it is a more private section of the beach; more like a haven than swarming with tourists.  When you have a beach like this - I'm not sure why people are so concerned about the swimming pool, which we loved at night with the lights and spa, but we were at the beach during the day!  The beach bag that the concierge gives patrons is an excellent idea and means that you have a fresh towel, water, fruit and a gorgeous bag to take to the beach - even on the spur of the moment.  The beds are the best beds in the world and the open air dining and sumptuous breakfasts are nothing short of stellar.  I was in no way disappointed and it was worth every cent.  You get what you pay for - there are some decidedly shabby hotels in Hawaii that look good on the website - but don't be enticed.  If you want to feel like a star - stay at Trump!  It's simply THAT good.","Date of stay: December 2012","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-2002","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Catherine A","Salt Lake City, Utah9 contributions54 helpful votes","Disappointing experience","We stayed here for 4 nights and it was disappointing to say the least. The issues were primarily with how the staff managed the experience.  One evening despite the privacy sign on our door, the staff knocked insistently on our door at 10:30pm to retrieve room service plates (and no, we had not called to request they come get the tray). On another day, they had mistakenly given a new guest a key to our room, walking in on us!  That was terribly awkward and ridiculous. 
The hotel itself is fine, although it should be noted that the infinity pool and spa are exceptionally small. The concierge were very good and quite helpful, they were the bright spot at this hotel.","Date of stay: November 2012","Trip type: Traveled as a couple","ui_bubble_rating bubble_10"
"1665423503-2003","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Candace55","Willows, California7 contributions6 helpful votes","Not a resort","This is just another Hotel. The infinity pool was a disappointment. Very small and crowded. Watch out for Ocean View or Ocean Front lingo. The ""Ocean View"" room was a side view and was surrounded by other high rise hotels. This is a concrete jungle and not a relaxing holiday. The hotel is not on the beach. The beach is across the street and down a block. The good about the Trump is the staff. All of the staff was great but that is normal for most hotels in Waikiki. Definitely not worth 300 to 500 a night.","Date of stay: November 2012","Trip type: Traveled as a couple","ui_bubble_rating bubble_30"
"1665423503-2004","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Mom of 2","Los Angeles, California172 contributions254 helpful votes","Luxurious, comfortable, exceptional service-No better choice for family!","The decision was between HaleKulani and Trump and I went for Trump despite advices from Tripadvisor.  I couldn't have made a better decision for my family.  I am a very selective traveler when it comes to nice hotel, good location, exceptional service, superior comfort and cleanliness for my 2 young children and my reviews reflect these points.
 
THE LOCATION:  Across the street (Kalia) from the beach (2-3 minute safe crossing/pleasant view walking).  Anchor at the quiet end of Beach Walk with restaurants and stores behind it.  Within walking distance (1mile) to over 250 restaurants.  Great ocean view from 20th floor up, better/non obstructed view in corner rooms (Saratoga and Kalia).  Starbucks is across Kalia street at the front entrance of Outrigger hotel.  The nearest 2 ABC stores are around the corners (turn left on Kalia/then left on Beach walk and 200 ft down the street on the right is the smaller ABC; turn left on Kalia, then left on Lewers, 200 ft down the street is the bigger ABC).  Royal Hawaiian Shopping Center, International Market, all the shops are within walking distance.   

THE BUILDING:  37 floors and penthouse modern looking building.  The ground level is beautiful.  Valet/Bell service and Concierge are on this level.  The lobby/check in area is on the 6th floor.  The open concept lobby has a wonderful and airy view outside.  Key card is needed every time you go up to your floor.  Many people think that this building looks like a condo/apartment building and doesn’t have the look and feel of Hawaii.  It is personal taste.  I personally loved the building and its grand entrance and modern look.  In no way that Trump building is compatible to Aston Waikiki Beach Tower or Outrigger Regency on Beach Walk.  It is far more superior, in my opinion.   

THE ROOM:  We got upgraded from premium 1 bedroom/1 den ocean view (1120 sft) to premium 2 bedroom/1den/2 bath corner room (1625 sft) with beautiful view from each and every floor to ceiling window.  The furniture was simple, modern and clean.  It was fully furnished with sub-zero refrigerator/freezer, microwave, oven, stove top, wine cooler and EVERYTHING you need to prepare, cook, serve and eat.  Our room had a dining area with table and chairs; a stack up washer/dryer, 4 TVs and a DVD player.  The beds could be hit and miss.  One of the beds was firm and the other was soft but overall was comfortable enough for a good night sleep.  The bathroom has almost everything you need:  exclusive Trump bath products (to include spa products such as salt, body butter…), mouthwash, Q-tips, nail files, dental kit (and shaving kit per request), scale.  The towels were soft, plush and of good quality. The whole room was acceptably clean (slightly below my cleanliness standard but I am a freak).  From the balcony, we could relax and inhale the breath taking view and ocean breeze.  Overall, it was exceptionally comfortable for our family.  My kids actually called it “home”, the first of many of our destinations.       

THE HOTEL ANENITIES:  3 restaurants and 24/7 room service, a Spa (small but adequate), an infinity pool (small, not a good choice for kids), a gym with refreshment and towels available, a library (with books, computer and printer), kids DVDs are available for check out and FREE WIFI in every room and all over the hotel.
  
THE SERVICE:  This is the highlight of Trump’s.  We couldn’t have appreciated the Attache’ service more.  They bought groceries and ALL the items we need (from 3 different stores) and have them arranged in the room prior to our arrival.  Everyone seem genuinely pleasant from speaking on the phone to responding to email.  We were greeted with shell lei upon arrival then escorted to the lobby for checking in.  In the mean time, we were handed cold towels and lei (or jasmine) infused water.  These are particularly welcome after a long trip.  Our luggage was delivered to the room within a few minutes.  Via Attache’s they knew my kids’ names and the special occasion we were here to celebrate.  Within 20 minutes of us arriving to our room, they brought welcoming snacks (Honolulu company cookie box and chocolate covered strawberries). The kids got their own welcoming cards with their names on it and each got their own cake pops.  Stuffed animals, color books and crayons were left on each of their beds.  The Attache’ manager called to welcome us.  Housekeeping service was another strong point.  I observed that they have enough employees to provide timely housekeeping and turn down service twice daily.  We are back to a clean and well made room everyday.  They meticulously left a bottle of water on each night stand.  Their attention to details was impaccable.  All requests were promptly handled.  The housekeeping staffs are extremely nice, polite and helpful.  Another highlight of Trump service/amenity was the beach bags that were available for your trip to the beach.  Each bag came with sun blocks, water bottle, small apple and orange and a towel.  Just stop by the concierge desk to pick it up and return the bag on your way back.  The day before our departure, the Attache’ manager called to check on our stay, scheduled luggage pick up and wake up call.  To me, the service at this hotel was amazing, friendly, helpful and non-pretentious.  We were pampered and spoiled.

THE FOOD:  We only ate breakfast at In Yo café a few times and had room service once at Trump’s.  The full breakfast buffet (cost $32) consist of pastries, smoked salmon, Chinese cha siu (Chinese BBQ) steam buns, scrambled eggs, sausage, bacon, miso soup, waffle, potato, steamed vegetable, salad, Japanese cold noodle, rice porridge (a Chinese rice soup with all the toppings such as egg, green onion, ginger, fried cake on the side), many types of freshfruits, cheese, homemade strawberry yogurt, cereal, juices and coffee.  Also, eggs (all styles such as omelets…), oatmeal, smoothies are included in the buffet but only available on request.  Overall, food is decent and focuses on quality vs. quantity.  The service at the restaurant was average.  Servers weren’t all over you or were overly chatty.  They gave us rooms for eating and refill/remove dishes as needed.  Room service was on time and the food was decent.  The price was high for the room service menu but was totally expected for a 5* hotel.  

OVERALL:  Trump is truly a five star property paired with five star service.  It is not a Grand Dame of Waikiki like HaleKulani or Royal Hawaiian.  It is not a resort type (but if you are looking for a resort type for kids, no place better to stay at than Hilton Hawaiian Village).  It is a new kid on the block (a few year old) that is not only classy and elegant but hip and modern.  It is a great choice for couple but a better choice for family.  We would cross that street to go to the beach over staying at one of the properties on the beach and cramping into a tiny hotel room.  Before going to Hawaii, we were wondering if we’ve made the right decision staying at Trump.  After leaving Hawaii, we were wondering if we would stay at any other hotels beside Trump.  The answer is no.    

TIPS/RECOMMENDATION:  
1.	Request corner room on higher floor for better ocean view 
2.	Communicate to Attache’ service of your needs/requests.  They are extremely helpful
3.	The beach across the street is a bit rocky at the bottom, wear beach/water shoes instead of barefoot
4.	 Lower price breakfast buffet would be across the street at Outrigger Reef Hotel-Shore Bird restaurant ($14) but poorer quality (see my separate review).  They also have lunch buffet ($14) and a la cart; Happy hour dinner or a la cart dinner at more reasonable price.  Or, walk about 200 ft on Saratoga to Eggs and Things.  I personally like breakfast buffet at House Without a Key better (across the street in Halekulani hotel) 
5.	Good lunch/dinner spots around Trump’s:  Arancino Beach walk (200ft walk after turning left on Beach Walk from Kalia)-Great Italian food.  La Mer (in 
Halekulani)-Good French food, not good for kids.  Ramen Nakamura (left on Beachwalk and go about 300 ft.  Turn left on Kalakaua and it is on your left)-Very good Ramen, kids are welcome.  Have kid and looking for American food?  Try The Yard House restaurant around the corner on Lewers or Cheesecake Factory (from Lewers, turn right on Kalakaua and go another 300ft)
6.	There is a Luau at Hale Koa hotel across the street on the beach that is much smaller, family friendly, great show and decent foods.  Don’t have to travel on the 
Bus to the much bigger Luau outside Waikiki.  Make reservation on ntheir website and select your table.  You don't have to be military family to go to this Luau 
      7.   Download the Aloha 2 Go app to your smart phone and order from tons of restaurants in Waikiki area for delivery.  The service fee is reasonable (half price at 
            $4.99 for ordering between 2-4pm).  You can view the menu and price and it is FAR MORE less expensive than the restaurants around.","Date of stay: November 2012","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665423503-2005","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Katherine","Orange County, CA28 contributions52 helpful votes","I'm coming back & telling friends/family about this hotel","Wow.  Exceptional service.  I will be a returning guest, likely every time I come to Honolulu.  You will not regret staying here.

1.  Friendly.  Everyone greeted us, the front desk remembered us...one gal in particular, Julia, was so sweet to our baby boy.  She always greeted us with a smile and warm words.

2.  EXCEPTIONAL SERVICE (this should be #1).  My husband left his backpack in the cab as we were dropped off at the airport returning to California.  Of course I noticed about 5 minutes after the cab had left that the backpack was missing.  Luckily we had the cab driver's name...one would think that United Taxi would be able to locate its own cab driver.  Nope.  Apparently not.  Unbelievable.  I told my husband to play his wild card and call the Trump.  He did.  Troy answered the phone.  My husband told him what happened, the cab driver's name, & Troy said ""oh yeah, I think I know who that is"".  Again, WOW.  Troy got a hold of him, called us back and told us he would be returning to our terminal with our backpack.  Now that, people, is SERVICE.  Troy could easily have said ""I'm sorry, we can't help you""...which most (even the taxi company itself) would do...but that extra step, that extra bit is what sets this hotel apart from others.

3.  Hotel itself is immaculate.  You can read about the beach bags they hand out, the restaurant(s) service & food (all wonderful), but our room was clean every day even with a 1 year old baby boy running around.

It may not be the cheapest hotel around, but it's actually priced VERY well for what you get.  I was very, very pleased.  If you have kids, I would suggest going for the 1 BR suite...you have extra room, a washer/dryer, and a full kitchen...all very useful.

It's not on the beach, but it's a short walk back and forth.

Had the Signature massage...I wish I remembered the masseuse's name...she is Japanese, her name starts with a ""K""..sorry, not very helpful.  I normally NEVER go to hotel spas...I feel like you spend a lot of money and get a very fair massage.  This gal did not disappoint.  My husband booked it as a surprise for me, and I rate it a 5.  Front desk gal was not very friendly, but the massage itself was fantastic.  For $250, it better be!

Eggs n Things is a few blocks up from the hotel, very yummy breakfasts.  Doraku Sushi in the mall close by also very good...happy hour was really good, and a very good deal.  Nico's on Pier 38...try it!  

You will not regret staying here.  I'd highly, highly recommend.","Date of stay: November 2012","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665423503-2006","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","hungry-sumo","Minato, Japan308 contributions188 helpful votes","Modern Hotel , great staff , highly recommended","Trump was very nice - highly recommended

Pros:

Modern well designed hotel 
Spacious rooms
Excellent staff
Checkout was a breeze

Cons:

Pool is small,tiny
Gym while modern is small
Wifi in room isn't fast enough for Skype video call (1mbps max)","Date of stay: November 2012","null","ui_bubble_rating bubble_50"
"1665423503-2007","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","WA_traveller57","Woodinville, Washington421 contributions194 helpful votes","There is a reason it is #1","The Trump is awesome!  We were greeted with lei flowers a cool drink and personal attention.  The room was spectacular and immaculate.  It is near the beach but you get taken care of with a beach bag and goodies complimentary to take with you. You drop it off at the end of the day and pick up a fresh one the next day.  Also the views of the park are very nice with the ocean in the distance.  the pool is small but quiet.  Even though you are in Honolulu it is very calm with Aloha spirit.","Date of stay: November 2012","Trip type: Traveled with friends","ui_bubble_rating bubble_50"
"1665423503-2008","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Jo W","Armidale, Australia32 contributions14 helpful votes","honeymoon in Waikiki","What an excellent hotel! We arrived in Waikiki on our honeymoon. We were greeted warmly and with a Lei and taken to our room on the 21st floor - a 1 br suite. The bathroom was amazing - a wetroom type shower and a deep soaking tub, king size bed that was SO comfortable with an amazing doona and sumptious pillows. We had a partial ocean view, looking towards diamond head. The staff are very focused on how YOU are. We were disappointed that as a honeymoon couple, we were not recognised as such - our travel agent did put this in the booking and suggested we take our wedding certificate as proof for upgrade options and welcome champagne - neither of which we got. However, having been here for a week we realised that it did not matter. We did get Honolulu cookie company biscuits that are yummy, you get a great beach bag daily with 2 pcs fruit, 2 drinks, sunscreen and towels and it is a short walk to the beach. The pool was small and there were lots of people, but as we are so close to the beach, it did not matter. The beach nearby is rocky, going closer to Diamond head you dont get the rocks. We shopped at ABC and ate brekkie at Outrigger (which offers a discount when you go back). Dinner at the hotel (not BLT) was expensive and the meal yummy but small. We hired a car and took advantage of the great Valet service. The valet staff and concierge staff are fantastic. we would definitely stay again! Oh and the room service was twice daily for us, with bottled water!","Date of stay: November 2012","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-2009","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","mmandrew","Gold Coast34 contributions21 helpful votes","First Class All the Way","This is what every hotel should aspire to! The staff remember your name, there are all very friendly and the location is excellent for exploring Waikiki. We've been to Oahu many times before and this time decided to stay in a top end resort, we chose the Trump due to the many top reviews the hotel gets and believe me they deserve it. 

Our room was a small studio overlooking Beachwalk, we had room number 916. If you get chance to book this room go for it, you can see the water from the balcony and the room is gorgeous, plenty of room and comes equipped with a kitchen so you can cook your own meals if you desire.

Within walking distance are numerous restaurants, so you'll be spoilt for choice.

The pool is not the biggest you've ever seen, but the staff bring around fruit and little nibbles for you as you sit around the pool, all free, they also layout your towels for you and make sure the area is clean and spotless, all done with a smile. 

Check in was easy as is check out, we arrived on an early morning Jet Star flight from Sydney, arriving very tired, but that's another review for later. We got to the Trump well before check in time, like 9am in the morning, but the hotel were kind enough to give us a room so we could freshen up and have a sleep and a cup of coffee until our room was ready, free of charge.

Tell me any other hotel that provides that service for you?         

One of the best hotels we've ever had the pleasure of staying at. Highly recommended.","Date of stay: December 2011","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-2010","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","MMLM","Los Angeles, California303 contributions129 helpful votes","we were spoiled","We stayed at Trump Waikiki from 11/19/12 to 11/22/12. The hotel was beautiful,we were greeted with a nice lei upon arrival. The staff were very cheerful,welcoming and efficient. The lobby area provided a great first impression.We checked out the pool area right away, it was small but really beautiful,very adult. The room was nice,we had a balcony that has a partial ocean view,and a nice view of the embassy suites pool area across the way which was always hustling and bustling. The beach access was just across the street.The concierge provided us with a beach bag loaded with fruit,water,towels and sunscreen. Each time we left our room we came back to a clean room,evem when we used the full kitchen. We will definitely use the Trump brand of hotels for future vacations","Date of stay: November 2012","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665423503-2011","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","I90west","Roslyn, Washington37 contributions21 helpful votes","What a great location","We normally don't stay in high end properties, but Trump had a special that included the fourth night ""free"" when you stay for three nights.   This hotel was a treat.  The location was excellent and the staff was very friendly.   Our room had a fridge and microwave, which was very handy for snacks from the local 7-eleven and ABC stores.   The bar and pool area restaurant wait-staff were very attentive and cordial.   The pool size didn't bother us as the ocean is just a short walk away.  Our room was very clean and wifi worked well.   The only complaint is the small size of our closet (I don't think we have ever had a closet that small in a hotel).   A very minor complaint, though.  We will stay here again on our next trip to Oahu, probably even if they don't have a room special!","Date of stay: November 2012","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-2012","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Firefly51","London, United Kingdom92 contributions82 helpful votes","Sumptuous","As soon as you walk in it feels expensive and sumptuous. The room was small and we were tripping over each other and our luggage. Bathroom was in comparison much more spacious. Kitchen was just un-necessary for us and very small, wouldn't have wanted to try and cook there. No laundry facilities in our room. If you are staying long enough to need a kitchen then you are doing hawaii all wrong. You need to island hop and explore, each island is different and you will be missing out. We did 4 islands in 2 weeks.
Restaurant in lobby was good. Beach is one block walk away. Starbucks is on that block. Great mall a 5 min drive away.","Date of stay: November 2012","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-2013","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Leanne H","10 contributions7 helpful votes","Understated Luxury and Top Service","We cannot rate this hotel high enough.  You get what you pay for and we were not disappointed.
We (4 adults and one child) spent 8 nights in a 2 br + den ocean view appartment.  We were upgraded from a 2 bedroom (without asking, nice surprise) and it made such a difference as the apartments are not huge.  We were on the 18th floor and had sensational views.
We travelled with a young child and we were worried about taking him to Trump, but they made such a fuss of him with toys, books, videos, chocolates - he was spoilt rotten.
The service is impecable, so very attentive.  Tipping is appreciated but they don't hang around waiting for it.  Twice daily room service (including turndown), dishes are done, towels and sheets changed (were done daily for us but they say every second day), fridge stocked with bottled water, like walking into a new room every day.
The pool is on the small side, but perfect for lounging and getting lost in the view.  Also perfect to watch the Friday night fireworks from the pool deck.
It's no problem walking 2 minutes to the beach, I'd suggest turning right and walk up towards the Hilton, there is a jetty and a sort of cove / inlet there, the sand is free of rocks and much nicer underfoot.
Take advantage of the beach bags - sunscreen, water, towels and fruit, compimentary and very convenient.
We didn't eat at the restaurant as it didn't really look family firendly - more intimate and sophisticated than we were up for!
My only criticisms (if you can call them that) is that there is absolutely no where to hang a towel in the bathrooms and they take a ""small"" $200ish per day charge on your credit card to cover incidentals  - in addition to the total room amount up front.  This can be a bit of a surprise if you're not expecting it (adds up over 8 nights).  It does drop of day by day if not used but still worth knowing about.

If it's within budget I would highly recommend.","Date of stay: September 2012","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665423503-2014","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Tchr24th","15 contributions5 helpful votes","Paradise Found!","We had an amazing time at the Trump! The staff made us feel like royalty the moment we stepped off the shuttle. We were escorted to our room by the attaché, who made sure that we were comfortable and had all our needs. Our room was even upgraded to a two-bedroom suite with a full den and a spectacular ocean view! My disabled mother felt like a queen, and I couldn't be happier with the memories we took away with us. Thank you to the hotel and entire staff for an exquisite time. If we ever return to the islands, we will definitely stay at The Trump again!","Date of stay: November 2012","null","ui_bubble_rating bubble_50"
"1665423503-2015","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","GERRYGCairns","Southern Queensland, Australia13 contributions10 helpful votes","Trump is the best","My wife and i have just returned from 12 days in waikiki at the Trump and had an absolute fantastic time.The Trump upgraded us to a 1 bedroom suite with a huge bathroom and washing machine/dryer,saved us $$$. Along with the great kitchen with all appliances it was great.Don`t know why people whinge about the walk to the beach as it is only about 100 metres from the hotel.Had everything we wanted and terrific staff on all levels and we will definately return to the Trump.","Date of stay: November 2012","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-2016","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","jdece","Whistler, Canada69 contributions58 helpful votes","#1 in Waikiki","This was our second stay at Trump Waikiki.  We love this hotel - and in particular, our two bedroom suite facing Diamond Head!  The staff really set this hotel apart - from Drew on the front door to the lovely greeters with leis on our arrival.  And, our housekeeper referred to me by name and was most helpful.  We had drinks in the bar on a couple of occasions - a bit quiet - and the Hawaiian cocktails were delicious.  We enjoyed breakfasts on the beach at the restaurant ""House without a Key"" across the street at the Halekulani.  We did have two superb dinners at BLT Steak in Trump!  This is one of favourite restaurants globally - Jonathan, the Sommelier and Eddy our waiter one night, we were both world class. Ask for them.  

We will be back to Trump Waikiki - hopefully, once a year!","Date of stay: November 2012","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-2017","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","BrettThor","Provo, Utah163 contributions106 helpful votes","Best Hotel Stay Ever","My wife and I discovered The Trump International via Tripadvisor. It is number one for a reason!  This is the best hotel we have ever stayed in.  The rooms are well equipped (we even have a cook top, microwave, and refrigerator), clean, quiet, and the beds were so comfortable.    The staff at the trump are friendly and service oriented.  The little details make all the difference here.  

The Trump is not on the beach, but it is literally across the street.  The hotel provides a complimentary beach bag to their guests with towels, water, fruit, and sunscreen.  At the beach, chairs and umbrellas are easily arranged for a small fee.  

Our future trips to Waikiki will now include the Trump International as our only option for our stay.  We will be back!","Date of stay: November 2012","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-2018","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Sarah","Loma Linda, California9 contributions20 helpful votes","Exceeded Expectations","I read my share of Trip Advisor reviews prior to our trip, however, I was still amazed by the level of service @ the Trump. Because I traveled with my 3-year-old daughter, I will focus mostly on the service and amenities that catered to her.

We ate at the In-Yo cafe for breakfast buffet one morning. She was free of charge, and there was plenty for her to eat (she is vegetarian). They offered her a place mat with stickers to keep her occupied. She loved all the guava/passion fruit juices and kept asking for more.

They provided a welcome gift for her, as well as cake pops and a card welcoming her with her name on it! Her favorite feature in the hotel, however, had to be the pool. Yes, it is not the largest pool on the block, as some reviewers mentioned. However, for us it was perfect. There are 3 wading areas leading into the pool (that were just 6"" deep), which was the PERFECT area for my 3-year-old to play in, without fear of her falling into the deeper area. Then (I was so surprised by this), we discovered that they supplied swim diapers next to the pool area, in 3 different sizes. I came prepared with my own swim diapers, but we definitely made use of this when we were @ the pool and it was more convenient. In addition, they pool staff provided my daughter with inner tubes to play in in the pool, when they were stocked with them. I brought a life vest for her, but she enjoyed the security of both the vest and inner tube. We ordered lunch and smoothies @ the pool, and we enjoyed the smoothies very much. They even had a kids' menu, and we ordered her a PB & J sandwich with fries. 

We stayed 6 days, and my sister and I were so sad to leave by the week's end. We had gone to Honolulu to celebrate my sister's 30th birthday, and they went above and beyond expectations to make her feel special. Little things such as a call from the Attache department, as well as sending up a dessert on her birthday, made her birthday that much more memorable. The staff was so personal and genuinely hospitable, that my sister & I felt as though we were leaving friends. They take care of your every need, and anticipate your requests before you even call them! I hope to stay here again soon.","Date of stay: November 2012","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665423503-2019","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Virginia2Go","San Francisco, California43 contributions26 helpful votes","Very Accommodating!","We stayed only one night at the Trump Waikiki and were very impressed with the hotel, its location and the terrific service.  The hotel provided a beach bag with towels, water and sunscreen for our day at the beach, then let us have a very late check-out to shower and clean up before we caught our flight back to the mainland.  The breakfast buffet was an international affair, with a heavy Asian influence plus American favorites.  The flatbreads at the bar/restaurant provided a yummy, reasonably-priced and filling dinner before check-out.  Although this hotel is not on the beach, it is a one-block walk through a park to the best section of Waikiki beach.  Other hotels that are ""on-the-beach"" really have no beach, so this location was great!  We really enjoyed this hotel and would not hesitate to return.","Date of stay: November 2012","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-2020","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","pennepasta","Collegeville, Pennsylvania139 contributions80 helpful votes","Well worth the splurge!","The staff is very welcoming, accommodating  and pays attention to every detail. I loved that they prepared beach bags for the guests! My only complaints were that the pool was too small and the other guests already in the pool pretty much monopolized the space.  Also I think the umbrellas and beach chairs should have been complementary.","Date of stay: October 2012","null","ui_bubble_rating bubble_40"
"1665423503-2021","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Phil S","Canberra, Australia70 contributions46 helpful votes","Relaxed and Classy","The reviews have been right.  This is not a high roller resort style hotel with a vast number of restaurants and special features, but everything is done very well and the staff are right up there with the very best.  At some places you get the irksome impression that the staff are overly nice because they are worried about supervisors, cameras or other staff members so that there shmoozy inquiries into your health and well being become annoying.  The Trump staff are caring very willing to help without you feeling like your skin is crawling.

The rooms are very well presented, but perhaps not at fine five star level.  The couple of restaurants in the hotel are very expensive when you consider you can walk down the road and have equal quality food for less than half the price.  

The concierge staff were knowledgeable and always willing to assist, without it seeming like a chore or with them being over the top.

If you want a resort type hotel, with all of the attending bling, then this is not the hotel for you.  If you like to feel very well looked after and fell as if you have uncovered something a bit different with a touch of being 'special', then this is a very good option","Date of stay: September 2012","Trip type: Traveled as a couple","ui_bubble_rating bubble_40"
